,client_id,Variation,visitor_id,tenure_group,clnt_tenure_mnth,clnt_age,gendr,gendr_num,invalid_sequence,converted,num_invalid_steps,first_invalid_step,last_invalid_step,wrong_steps,invalid_rate
6916,1661130,test,292660108_24175764288,long_tenure,329.0,53.5,M,1.0,True,1,11,start,confirm,11,0.0
6924,1662324,test,822775502_45949389463,long_tenure,250.0,75.0,M,1.0,True,0,8,start,step_3,8,0.0
6926,1662843,control,394954945_25131382763,short_tenure,73.0,31.5,U,,True,1,8,start,confirm,8,0.0
6928,1663848,test,368302433_9339750680,short_tenure,130.0,48.0,M,1.0,True,0,8,start,start,8,0.0
6931,1664346,test,140547210_27894899300,long_tenure,341.0,42.5,F,0.0,True,1,7,start,confirm,7,0.0
6933,1664737,control,309768194_83395326919,short_tenure,103.0,47.0,U,,True,1,18,start,confirm,18,0.0
6935,1665286,control,908890995_63891286343,long_tenure,270.0,82.0,F,0.0,True,0,6,start,start,6,0.0
6936,1665579,test,849207864_58027591053,short_tenure,100.0,50.5,U,,True,1,7,start,confirm,7,0.0
6938,1665981,control,560136961_7196228554,short_tenure,136.0,42.0,M,1.0,True,0,3,start,start,3,1.0
6939,1666074,test,995508078_58258656068,long_tenure,255.0,77.5,U,,True,1,31,start,confirm,31,0.0
6940,1666301,control,746430732_55559580500,short_tenure,60.0,55.5,U,,True,1,9,start,confirm,9,0.0
6944,1667303,test,631017912_16314537733,long_tenure,177.0,56.0,M,1.0,True,0,5,start,start,5,0.0
6947,1667786,test,302717810_66204461070,short_tenure,78.0,50.0,U,,True,0,10,start,step_3,10,0.0
6948,1667795,control,895622408_97913151048,short_tenure,86.0,46.5,U,,True,1,7,start,confirm,7,0.0
6950,1668481,test,115485741_25265623339,short_tenure,97.0,78.0,U,,True,0,14,start,start,14,0.0
6951,1668721,control,31144167_97679593900,short_tenure,67.0,53.0,F,0.0,True,0,7,start,step_3,7,0.0
6952,1669360,control,121086454_62802012116,short_tenure,72.0,52.0,U,,True,0,5,start,start,5,0.0
6953,1669713,test,698657040_75843903375,long_tenure,258.0,42.5,M,1.0,True,1,9,start,confirm,9,0.0
6962,1671115,test,435577101_79697287522,short_tenure,96.0,67.0,M,1.0,True,1,12,start,confirm,12,0.0
6963,1671477,control,916799283_9545849972,long_tenure,143.0,34.5,M,1.0,True,0,6,start,start,6,0.0
6966,1671845,control,337296467_43179699197,long_tenure,143.0,30.5,M,1.0,True,1,10,start,confirm,10,0.0
6969,1672165,test,339228736_77977084302,short_tenure,75.0,56.5,U,,True,1,10,start,confirm,10,0.0
6971,1672423,test,705234470_44923657449,short_tenure,85.0,47.5,U,,True,1,7,start,confirm,7,0.0
6972,1672520,test,189988012_8531220450,long_tenure,224.0,43.5,F,0.0,True,1,7,start,confirm,7,0.0
6973,1672987,test,73220415_65360522458,short_tenure,123.0,67.0,M,1.0,True,0,11,start,step_1,11,0.0
6974,1673179,test,993676808_22563204195,long_tenure,251.0,83.0,U,,True,0,6,start,start,6,0.0
6975,1673529,control,378123681_59058074174,long_tenure,151.0,74.0,M,1.0,True,0,9,start,start,9,0.0
6978,1674058,test,411649330_65423257329,short_tenure,78.0,32.5,U,,True,1,7,start,confirm,7,0.0
6981,1674278,test,367800849_33239601863,short_tenure,71.0,27.5,U,,True,1,10,start,confirm,10,0.0
6983,1674728,test,155492899_86172002915,long_tenure,189.0,21.0,M,1.0,True,0,5,start,step_2,5,0.0
6984,1674824,test,412764913_8392449564,short_tenure,59.0,22.5,U,,True,1,9,start,confirm,9,0.0
6986,1675211,control,225639678_73393538060,long_tenure,177.0,52.5,F,0.0,True,0,20,start,start,20,0.0
6992,1676632,test,146332760_99394292057,short_tenure,99.0,64.5,M,1.0,True,1,11,start,confirm,11,0.0
6993,1677096,control,6598190_96910440028,long_tenure,154.0,38.0,F,0.0,True,0,7,start,step_3,7,0.0
6994,1677722,test,465894824_28926340367,short_tenure,65.0,32.5,U,,True,1,12,start,confirm,12,0.0
6997,1678226,control,431051186_15979765999,short_tenure,109.0,61.0,M,1.0,True,0,8,start,start,8,0.0
7000,1678508,test,47073131_85093563211,short_tenure,107.0,30.0,M,1.0,True,0,6,start,start,6,0.0
7002,1678744,control,80200673_30510049453,long_tenure,187.0,50.5,F,0.0,True,1,11,start,confirm,11,0.0
7006,1679331,control,681254061_14578400605,short_tenure,69.0,59.0,U,,True,1,13,start,confirm,13,0.0
7008,1679573,control,150049771_80261133609,short_tenure,76.0,65.5,U,,True,1,7,start,confirm,7,0.0
7010,1680542,test,666061842_82765583618,short_tenure,92.0,31.5,U,,True,1,7,start,confirm,7,0.0
7011,1680895,test,101830066_78288522154,short_tenure,98.0,58.0,U,,True,0,19,start,start,19,0.0
7012,1681498,control,574946943_19819737479,long_tenure,142.0,61.0,M,1.0,True,0,5,start,step_1,5,0.0
7015,1682225,test,629402398_38388740778,long_tenure,154.0,36.0,M,1.0,True,0,6,start,start,6,0.0
7016,1682436,control,160267700_77917700154,short_tenure,57.0,66.0,M,1.0,True,1,11,start,confirm,11,0.0
7018,1682543,control,25798717_13835368714,short_tenure,62.0,41.5,F,0.0,True,0,6,start,start,6,0.0
7020,1682661,test,574081077_56408071138,long_tenure,366.0,56.0,M,1.0,True,0,7,start,start,7,1.0
7021,1682826,control,724524682_7864341994,long_tenure,388.0,75.5,M,1.0,True,0,9,start,step_1,9,0.0
7028,1684699,control,755355481_61523858643,short_tenure,59.0,30.0,U,,True,1,11,start,confirm,11,0.0
7029,1685052,test,603287074_84069625855,short_tenure,107.0,32.5,F,0.0,True,1,9,start,confirm,9,0.0
7030,1685089,control,526347134_42739235936,short_tenure,108.0,30.0,M,1.0,True,0,5,start,step_2,5,0.0
7038,1687262,control,761085283_5395685826,short_tenure,82.0,60.0,U,,True,1,9,start,confirm,9,0.0
7041,1688207,test,761034610_82177734043,long_tenure,150.0,26.5,M,1.0,True,1,8,start,confirm,8,0.0
7042,1688588,test,494497404_19580991399,long_tenure,266.0,55.0,M,1.0,True,1,11,start,confirm,11,0.0
7043,1688760,control,891804757_94096467857,short_tenure,56.0,26.0,U,,True,0,6,start,step_3,6,0.0
7044,1688786,test,15065221_39510888237,short_tenure,58.0,21.5,U,,True,1,7,start,confirm,7,0.0
7046,1689237,test,725330682_82886104035,long_tenure,154.0,51.0,F,0.0,True,0,5,start,step_1,5,0.0
7047,1689310,control,818949921_8625305395,long_tenure,189.0,27.0,M,1.0,True,1,9,start,confirm,9,0.0
7050,1689862,control,985205296_97098430956,long_tenure,182.0,73.0,F,0.0,True,0,4,start,start,4,0.0
7052,1690659,control,751392493_32843061596,long_tenure,321.0,68.5,U,,True,0,7,start,step_1,7,0.0
7053,1690835,test,434186086_49891691337,short_tenure,74.0,56.0,U,,True,1,7,start,confirm,7,0.0
7057,1692418,test,85632841_75823767050,long_tenure,176.0,66.5,F,0.0,True,1,8,start,confirm,8,0.0
7058,1692533,test,34905179_98973939158,long_tenure,325.0,87.0,M,1.0,True,0,10,start,start,10,0.0
7063,1694251,test,334949459_84341454137,short_tenure,93.0,21.0,U,,True,1,11,start,confirm,11,0.0
7064,1694342,test,314572293_99478456503,short_tenure,57.0,28.5,U,,True,1,11,start,confirm,11,0.0
7071,1695876,control,457581886_885168415,long_tenure,142.0,72.5,M,1.0,True,1,17,start,confirm,17,0.0
7075,1696504,control,310675710_42840006890,long_tenure,288.0,56.5,F,0.0,True,0,7,start,step_1,7,0.0
7076,1696602,test,676988726_70542863370,short_tenure,108.0,60.0,F,0.0,True,0,22,start,start,22,0.0
7078,1697143,test,992897259_34362761644,short_tenure,131.0,31.5,M,1.0,True,1,10,start,confirm,10,0.0
7079,1697554,test,362218475_13514973473,short_tenure,83.0,63.5,U,,True,1,15,start,confirm,15,0.0
7081,1698220,test,156139870_46910939411,long_tenure,280.0,24.0,U,,True,0,14,start,step_3,14,0.0
7084,1698574,test,670712618_43292089910,short_tenure,56.0,18.0,U,,True,0,3,start,start,3,0.0
7090,1699889,control,416473273_88680586422,short_tenure,96.0,42.5,U,,True,1,9,start,confirm,9,0.0
7093,1700371,control,68730677_51110732362,short_tenure,69.0,52.5,U,,True,1,21,start,confirm,21,0.0
7095,1701038,test,415645988_69905669081,short_tenure,59.0,49.0,U,,True,0,9,start,start,9,0.0
7096,1701111,test,5871368_32791559523,short_tenure,58.0,27.0,U,,True,1,8,start,confirm,8,0.0
7099,1701631,test,249903605_42667254946,short_tenure,58.0,22.5,U,,True,1,10,start,confirm,10,0.0
7100,1701641,test,771874154_94063963662,short_tenure,71.0,30.0,U,,True,0,3,start,start,3,0.0
7101,1701884,test,315244483_92304536471,long_tenure,244.0,57.0,M,1.0,True,0,11,start,start,11,0.0
7109,1704232,control,34632941_82845478809,long_tenure,253.0,54.0,M,1.0,True,1,18,start,confirm,18,0.0
7111,1705319,test,260352902_74474174716,short_tenure,126.0,24.0,M,1.0,True,0,5,start,start,5,0.0
7114,1705627,test,704585138_9461138059,long_tenure,256.0,45.5,F,0.0,True,1,8,start,confirm,8,0.0
7121,1707115,test,286740701_63903970878,long_tenure,166.0,67.0,F,0.0,True,0,11,start,start,11,0.0
7126,1708852,test,405171376_67019189470,long_tenure,250.0,46.5,F,0.0,True,1,8,start,confirm,8,0.0
7127,1708880,control,389462508_57288889862,long_tenure,179.0,45.0,U,,True,0,9,start,start,9,0.0
7128,1709235,control,412447370_24429858649,short_tenure,130.0,64.0,F,0.0,True,0,8,start,start,8,0.0
7129,1709551,control,841545624_83021927385,long_tenure,304.0,63.0,F,0.0,True,1,11,start,confirm,11,0.0
7130,1709623,control,7397212_35693067978,short_tenure,75.0,47.5,U,,True,1,7,start,confirm,7,0.0
7132,1709650,control,449970424_36844203777,long_tenure,178.0,46.0,M,1.0,True,1,9,start,confirm,9,0.0
7134,1709752,control,68096292_15717843231,short_tenure,103.0,51.5,F,0.0,True,0,11,start,start,11,0.0
7136,1709818,test,335502235_36234422894,short_tenure,106.0,34.0,M,1.0,True,0,5,start,start,5,0.0
7138,1709985,test,754561188_72189009710,short_tenure,77.0,33.0,U,,True,0,13,start,start,13,0.0
7139,1710201,test,261051719_2716745856,short_tenure,112.0,42.5,M,1.0,True,1,10,start,confirm,10,0.0
7143,1711042,control,395554281_53900431523,short_tenure,72.0,37.0,U,,True,1,10,start,confirm,10,0.0
7148,1711882,test,922964279_57991641164,long_tenure,162.0,56.0,M,1.0,True,0,14,start,start,14,0.0
7149,1711888,test,308960612_21345349565,long_tenure,145.0,74.0,F,0.0,True,0,14,start,start,14,0.0
7150,1712343,test,47147589_2789491291,short_tenure,95.0,33.0,U,,True,0,7,start,step_3,7,0.0
7152,1712416,control,222601448_46238162149,long_tenure,330.0,51.5,M,1.0,True,0,7,start,step_1,7,0.0
7153,1713017,test,626947287_62984509195,short_tenure,75.0,38.5,U,,True,1,9,start,confirm,9,0.0
7155,1713302,test,554397681_27948742699,short_tenure,70.0,61.5,M,1.0,True,1,12,start,confirm,12,0.0
7156,1713811,test,951216033_65051749347,long_tenure,148.0,30.5,M,1.0,True,1,11,start,confirm,11,0.0
7159,1715176,test,798697091_78152215071,long_tenure,149.0,57.0,F,0.0,True,0,9,start,step_2,9,0.0
7160,1715399,test,666551369_85520638947,long_tenure,190.0,66.5,M,1.0,True,0,25,start,step_1,25,0.0
7161,1715432,control,965450396_85724834151,short_tenure,82.0,57.0,U,,True,1,10,start,confirm,10,0.0
7163,1715507,test,686231611_49901056741,short_tenure,130.0,32.0,M,1.0,True,1,7,start,confirm,7,0.0
7164,1715789,test,789387110_27825200671,long_tenure,156.0,34.5,M,1.0,True,1,7,start,confirm,7,0.0
7165,1715842,test,381970094_86463708403,long_tenure,193.0,69.0,F,0.0,True,0,7,start,start,7,0.0
7166,1715849,test,842025350_70317122722,long_tenure,248.0,70.5,M,1.0,True,0,6,start,start,6,0.0
7167,1716372,control,401658265_64234576906,long_tenure,379.0,73.5,M,1.0,True,0,21,start,step_1,21,0.0
7171,1717048,control,831907020_87640192013,short_tenure,120.0,63.5,F,0.0,True,1,13,start,confirm,13,0.0
7172,1717208,control,602836113_34610468733,long_tenure,246.0,22.0,M,1.0,True,0,4,start,step_1,4,0.0
7173,1717323,control,584851445_90754255143,short_tenure,103.0,33.0,U,,True,0,6,start,step_1,6,0.0
7174,1717544,control,236309644_4858781522,short_tenure,72.0,27.0,U,,True,0,3,start,start,3,0.0
7177,1718250,test,841548835_54406087813,short_tenure,98.0,44.5,U,,True,1,9,start,confirm,9,0.0
7179,1718738,test,435625547_33903260932,short_tenure,102.0,31.5,U,,True,1,21,start,confirm,21,0.0
7181,1719270,control,11328921_35489956170,long_tenure,192.0,63.5,M,1.0,True,0,7,start,step_1,7,0.0
7184,1720005,control,906987377_12054186517,short_tenure,72.0,26.5,U,,True,0,11,start,start,11,0.0
7189,1721140,test,303793979_31684601736,long_tenure,154.0,50.0,F,0.0,True,0,6,start,start,6,0.0
7192,1721428,control,264530805_74268145716,short_tenure,101.0,67.0,M,1.0,True,1,13,start,confirm,13,0.0
7194,1722460,test,778162944_94188617528,short_tenure,87.0,46.0,U,,True,1,17,start,confirm,17,0.0
7195,1722501,control,74972925_4887617257,short_tenure,75.0,28.0,U,,True,0,6,start,step_3,6,0.0
7201,1724101,test,172319610_25112134186,long_tenure,161.0,35.0,M,1.0,True,0,7,start,step_2,7,0.0
7205,1724386,test,469004927_10233399728,long_tenure,173.0,72.0,F,0.0,True,0,5,start,start,5,0.0
7207,1725212,test,369888628_56798979627,long_tenure,272.0,65.0,F,0.0,True,0,5,start,step_2,5,0.0
7208,1725267,test,981613738_92736903769,short_tenure,82.0,46.0,U,,True,0,6,start,start,6,0.0
7210,1726059,test,89867800_97751204342,long_tenure,157.0,31.5,M,1.0,True,1,8,start,confirm,8,0.0
7212,1727327,test,70975909_15991133901,short_tenure,92.0,36.0,M,1.0,True,0,3,start,start,3,0.0
7214,1727347,test,192263333_17500915615,long_tenure,172.0,33.5,F,0.0,True,0,10,start,step_1,10,0.0
7217,1727872,test,510158132_8427608917,long_tenure,180.0,44.5,M,1.0,True,1,9,start,confirm,9,0.0
7223,1730118,control,74245056_29995137121,long_tenure,220.0,44.0,U,,True,0,5,start,start,5,0.0
7224,1730224,control,730530945_40266182616,long_tenure,149.0,57.0,F,0.0,True,0,10,start,step_1,10,0.0
7226,1730954,control,758792530_78792257878,short_tenure,63.0,36.5,F,0.0,True,1,8,start,confirm,8,0.0
7228,1731479,test,713036160_3962925476,short_tenure,70.0,33.0,U,,True,0,5,start,step_2,5,0.0
7231,1731682,test,891435669_20951333397,long_tenure,143.0,57.0,F,0.0,True,0,5,start,start,5,0.0
7233,1731766,test,592423892_60879711750,long_tenure,166.0,32.5,F,0.0,True,1,16,start,confirm,16,0.0
7234,1731978,test,776898016_50983873420,short_tenure,95.0,29.5,U,,True,1,7,start,confirm,7,0.0
7235,1732193,control,31610215_42192978537,short_tenure,116.0,51.5,M,1.0,True,0,7,start,start,7,0.0
7236,1732262,test,777342058_43753592595,long_tenure,160.0,34.0,F,0.0,True,0,7,start,step_2,7,0.0
7237,1732770,control,583438008_12917985401,long_tenure,178.0,26.5,M,1.0,True,0,42,start,start,42,0.0
7247,1734888,test,606379706_27600572549,long_tenure,188.0,44.5,F,0.0,True,1,9,start,confirm,9,0.0
7248,1735090,control,26628787_83776904177,short_tenure,128.0,26.0,F,0.0,True,0,4,start,start,4,0.0
7252,1736562,control,145201224_69688534617,short_tenure,122.0,60.0,F,0.0,True,0,8,start,start,8,0.0
7253,1736857,test,501883298_1463402125,short_tenure,58.0,70.0,M,1.0,True,0,30,start,step_2,30,0.0
7254,1736962,control,281569611_27521451151,long_tenure,189.0,30.5,M,1.0,True,1,8,start,confirm,8,0.0
7255,1737145,test,690948223_3514464583,long_tenure,181.0,80.0,M,1.0,True,0,5,start,start,5,0.0
7256,1737219,test,421688381_70963516569,short_tenure,66.0,74.0,U,,True,0,6,start,start,6,0.0
7257,1737687,test,18718087_22169570030,long_tenure,338.0,63.0,M,1.0,True,1,13,start,confirm,13,0.0
7260,1738184,test,695352548_82327362592,long_tenure,175.0,53.5,F,0.0,True,1,7,start,confirm,7,0.0
7261,1738333,test,528206230_31201027577,short_tenure,90.0,68.5,U,,True,0,11,start,step_1,11,0.0
7262,1738363,test,773787484_36752412988,long_tenure,166.0,58.0,F,0.0,True,0,8,start,step_1,8,0.0
7271,1741236,control,450757286_43171167841,long_tenure,408.0,66.0,F,0.0,True,1,7,start,confirm,7,0.0
7273,1742239,control,318542693_4252996640,long_tenure,153.0,65.0,M,1.0,True,0,13,start,start,13,0.0
7274,1742323,test,553713197_50980237063,long_tenure,217.0,34.0,F,0.0,True,0,4,start,start,4,0.0
7275,1742491,control,523979995_76655338425,short_tenure,95.0,79.0,U,,True,0,5,start,start,5,0.0
7282,1744347,test,660210548_28497881336,long_tenure,180.0,63.0,F,0.0,True,1,17,start,confirm,17,0.0
7283,1744570,control,907758968_93816532896,long_tenure,178.0,48.0,F,0.0,True,0,7,start,start,7,0.0
7286,1745578,control,41626384_73952677149,short_tenure,94.0,71.0,U,,True,0,8,start,start,8,0.0
7287,1745621,control,259431827_32495149569,long_tenure,164.0,37.5,F,0.0,True,0,7,start,step_1,7,0.0
7288,1745746,test,333215662_54389262757,short_tenure,83.0,60.0,U,,True,0,8,start,step_2,8,0.0
7289,1745768,test,738203906_40139751006,long_tenure,189.0,62.5,M,1.0,True,1,9,start,confirm,9,0.0
7291,1746534,test,333834363_76997434941,short_tenure,66.0,30.0,U,,True,0,4,start,start,4,0.0
7297,1747803,control,919032150_12693712422,short_tenure,105.0,77.5,M,1.0,True,1,16,start,confirm,16,0.0
7298,1748012,control,734105660_14453793656,short_tenure,95.0,38.0,U,,True,0,8,start,start,8,0.0
7305,1751190,test,386454735_39658006324,long_tenure,165.0,50.0,F,0.0,True,0,4,start,start,4,0.0
7307,1751757,test,816827911_54172224793,short_tenure,57.0,88.5,U,,True,1,7,start,confirm,7,0.0
7308,1752209,test,946328013_45736980373,long_tenure,264.0,47.5,F,0.0,True,1,7,start,confirm,7,0.0
7309,1752228,control,589854873_32923683665,long_tenure,286.0,55.5,M,1.0,True,1,9,start,confirm,9,0.0
7310,1752365,control,742228796_6407150805,long_tenure,208.0,61.5,M,1.0,True,1,7,start,confirm,7,0.0
7312,1753466,test,603257173_53310201312,short_tenure,97.0,30.5,U,,True,1,8,start,confirm,8,0.0
7313,1753735,test,652023296_84815174336,short_tenure,55.0,38.0,F,0.0,True,1,15,start,confirm,15,0.0
7317,1754463,test,465354711_52073023908,short_tenure,55.0,25.0,F,0.0,True,1,14,start,confirm,14,0.0
7318,1754536,control,664938669_44708875028,short_tenure,133.0,23.5,F,0.0,True,1,14,start,confirm,14,0.0
7319,1754960,test,227256826_23529856180,long_tenure,179.0,55.0,M,1.0,True,0,7,start,start,7,0.0
7325,1757044,control,816510347_24873180597,long_tenure,300.0,61.5,F,0.0,True,1,12,start,confirm,12,0.0
7326,1757163,control,241056576_85842358137,long_tenure,262.0,24.0,F,0.0,True,0,5,start,step_1,5,0.0
7327,1757187,test,255469597_93345075203,short_tenure,66.0,73.5,F,0.0,True,1,9,start,confirm,9,0.0
7329,1757492,test,107933613_34790062692,long_tenure,242.0,67.5,F,0.0,True,1,8,start,confirm,8,0.0
7331,1757979,control,590546101_39788917827,long_tenure,214.0,47.5,U,,True,1,18,start,confirm,18,0.0
7334,1758532,test,332504960_37513304028,short_tenure,80.0,20.0,U,,True,0,4,start,start,4,0.0
7340,1759431,test,725510380_78566958995,short_tenure,129.0,34.5,M,1.0,True,1,8,start,confirm,8,0.0
7342,1759700,control,318778180_32584861755,long_tenure,211.0,35.0,F,0.0,True,0,7,start,start,7,0.0
7343,1759997,control,991091860_9546925227,long_tenure,155.0,56.0,M,1.0,True,1,7,start,confirm,7,0.0
7344,1760947,test,299425629_75097003212,long_tenure,184.0,39.5,M,1.0,True,1,8,start,confirm,8,0.0
7345,1760972,control,651754357_95143458400,long_tenure,349.0,54.0,F,0.0,True,0,10,start,step_1,10,0.0
7346,1761728,control,607593373_23540222825,short_tenure,83.0,45.0,U,,True,0,9,start,step_1,9,0.0
7347,1761788,test,963323948_20907737225,long_tenure,325.0,53.0,F,0.0,True,0,3,start,start,3,0.0
7348,1762003,test,644715396_46767276556,long_tenure,270.0,70.0,M,1.0,True,0,6,start,start,6,0.0
7349,1762647,test,939415703_40718744657,long_tenure,161.0,33.0,M,1.0,True,0,23,start,start,23,0.0
7351,1763163,control,315275216_22453238871,short_tenure,91.0,52.5,U,,True,1,9,start,confirm,9,0.0
7353,1763424,test,890680637_2629853931,short_tenure,96.0,71.0,U,,True,0,7,start,start,7,0.0
7354,1763518,control,262919930_42636713388,short_tenure,130.0,33.5,F,0.0,True,1,9,start,confirm,9,0.0
7357,1764441,control,176657757_3960796648,long_tenure,247.0,49.0,F,0.0,True,0,4,start,start,4,0.0
7359,1765202,test,257298891_96606905800,long_tenure,354.0,65.0,M,1.0,True,1,4,step_3,confirm,4,0.0
7360,1766464,test,362733848_37977497657,short_tenure,69.0,67.5,U,,True,1,12,start,confirm,12,0.0
7361,1766612,test,200980110_3299014522,short_tenure,60.0,48.5,U,,True,1,13,start,confirm,13,0.0
7362,1766845,control,376276758_48371093608,long_tenure,161.0,59.5,M,1.0,True,0,7,start,step_1,7,0.0
7366,1768221,control,539313635_51255806465,long_tenure,216.0,67.5,F,0.0,True,0,10,start,start,10,0.0
7368,1768550,test,893372600_85800288450,short_tenure,133.0,37.5,M,1.0,True,1,7,start,confirm,7,0.0
7369,1768887,test,195748203_90999057533,short_tenure,66.0,25.5,U,,True,1,11,start,confirm,11,0.0
7370,1769016,control,298364413_67559036550,long_tenure,351.0,67.5,F,0.0,True,0,7,start,start,7,0.0
7371,1769222,test,229193745_80422783453,long_tenure,318.0,21.5,M,1.0,True,1,16,start,confirm,16,0.0
7375,1769974,control,271358432_58832220568,long_tenure,163.0,59.5,F,0.0,True,0,8,start,step_1,8,0.0
7377,1770959,control,632298073_41067500692,short_tenure,81.0,62.5,U,,True,1,8,start,confirm,8,0.0
7379,1771717,test,419808072_85568793158,long_tenure,203.0,50.5,F,0.0,True,1,7,start,confirm,7,0.0
